timestamp,ethAddress,accountValue,displayName,prize,day_pnl,day_roi,day_volume,week_pnl,week_roi,week_volume,month_pnl,month_roi,month_volume,allTime_pnl,allTime_roi,allTime_volume
2025-06-07T12:24:47.505180,0xe4c6ae25959d7fc66cf2dd5965fb78c5e09c4048,1603751.5649720002,,0,21375.344188,0.0135119248,218216882.25267002,52593.134619,0.0339147829,1672356121.3429399,991734.085024,0.0789163332,10259635751.43927,11754516.871483,4.3891285731,40159742284.9845
2025-06-07T12:24:47.505190,0xdf9ea6ec3b7109935ccb4fb267e15ac1fb077ab1,1411337.141598,,0,7502.376266,0.0168349549,229674680.774695,94692.685844,0.0688551664,1692998534.2439892,598500.624604,0.5085673884,9556466334.127811,5357743.775001999,4.7403985563,54367263743.61951
2025-06-07T12:24:47.505200,0x2f7a83314829ea002450381ad181fd525bdb340d,3393701.3406269997,,0,21067.354485,0.0062452731,122839457.489993,77339.064273,0.0269532621,1109157647.687031,740371.281147,0.2708084231,8883189077.251755,8880722.946533998,1.5189342139,63663732537.52756
2025-06-07T12:24:47.505210,0xd225fd6fe03d9603642be58ea730e35c39eb382f,16930994.451908,Wikipedia editor,0,-60818.762681,-0.0037299921,94057883.56137598,169810.090322,0.010131151,854995994.230706,-1755722.9244329995,-0.0867549821,5763549377.46884,2135007.0408719997,0.1159447343,33193838802.216385
2025-06-07T12:24:47.505225,0x10f1d87fbb7617df5641d1c2bcb26f143f43202f,19397915.278381,,0,-183443.718867,-0.1169198145,120775439.841894,2125350.486478,0.1230477646,697857268.268674,6122294.46433,0.3432105984,5078802330.620454,275078.425434,0.0115856314,19352833591.714264
2025-06-07T12:24:47.505238,0x862dd8e68f30693e3d3c9daa42a440bc6d2a1f0c,2155843.994624,,0,3058.788799,0.0102274718,113947870.85376002,187200.013925,0.0946102562,811394751.8723401,881141.0447179999,0.5704267632,4594511746.765611,3574865.0679580006,7.82266852,29057940749.26356
2025-06-07T12:24:47.505248,0x225864ad63ba66272cd6be3e65476a2eba48c215,23.03698,Thors Snorresson,0,0.0,0.0,0.0,-7497571.177848,-0.3709140355,1413727201.05389,12987952.973963,0.7392856827,4250872392.173551,14525512.380065,0.9061066727,4428702628.636411
2025-06-07T12:24:47.505258,0xace0a4c087f7f199328fb1e38d8d27bd237b03fd,483202.676733,,0,-140971.981403,-0.3110829491,17965157.18927,-1155372.456305,-0.7051080131,327343909.380743,-5215382.118886,-0.9025800287,4167423971.17175,-4173067.134593,-0.8811394621,4701127008.65669
2025-06-07T12:24:47.505269,0x8e80c4b533dd977cf716b5c24fd9223129272804,3180313.109357,,0,61269.710445,0.0200338706,104142825.135558,170907.331195,0.0556791118,676898814.428788,813333.982348,0.3351082044,3919166717.990951,3403784.281656,30.6646797328,37532349505.84869
2025-06-07T12:24:47.505276,0x01d734e9e7847248864c2c7bbab16c4d5e04a990,3655044.3704649997,,0,98264.229963,0.0251647554,300997027.63382596,181069.447843,0.0206290999,2184400373.4459305,298707.59537,0.0280220292,2945537645.973251,298707.59537,0.0280220292,2945537645.973251
2025-06-07T12:24:47.505284,0x8bff50aad8b4e06c5e148eaeb9d7aef69e26cdc3,17367680.02735,,0,139830.014923,0.0303260347,36820479.38516,1021365.070081,0.0590392376,459586259.93161,4565493.930846,0.3304250279,2868382732.482591,16762975.883641,9.7630907093,12983785454.27081
2025-06-07T12:24:47.505291,0xe86b057f5eb764c9738d6b0d38170befd0723664,17104047.389506,,0,-263268.02513,-0.015158821,99947091.341729,114786.631341,0.0065074514,481309175.481004,-2179459.032126,-0.0827637027,2843573647.558962,2396075.5565020004,0.1241268802,26532610482.981583
2025-06-07T12:24:47.505298,0x3074aa6e98a0740b6e1d5fab04e640c317723d22,78771.241218,,0,2453.193129,0.0321022741,51525208.18158,13863.77975,0.2132644382,464025687.42678,155423.479705,18.391653754,2776454502.9875503,221771.174552,14.9838057394,3730352004.4609604
2025-06-07T12:24:47.505304,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,1990195.590774,Prof. Sam Howison,0,-158401.91147,-0.0737330606,46623919.91417,-191640.298868,-0.0878457593,485471326.14172,82054.497924,0.0268339479,2774953291.18029,455604.807441,0.1697287554,6397276296.45289
2025-06-07T12:24:47.505312,0xff8850989681b1163cbaf0b0f6b719c1c663dc25,5501326.580015999,,0,-437220.6205620001,-0.0737911907,73589086.32324198,42904.351348,0.0064599089,423004376.24436605,-504156.5060369998,-0.0523415932,2721009113.873986,4369661.551198,0.910294744,15888123115.917343
2025-06-07T12:24:47.505322,0x4a207d289fd49e60502451099771127bcf35b961,64975694.478552,,0,3254530.922882,0.2092934588,499996.0639,2467669.800237,0.0394776481,678382198.152249,29639916.685935,0.7936617866,2702123556.153513,55165602.378184,4.6671042952,12179321735.681288
2025-06-07T12:24:47.505328,0x53babe76166eae33c861aeddf9ce89af20311cd0,11020471.198766999,jeff lover,0,236370.849758,0.0461267797,4942752.11212,1316744.158666,0.0883488061,583056946.903599,5323203.368436,0.2033254618,2701900212.727592,5029183.5186789995,0.1835184876,5744537967.100879
2025-06-07T12:24:47.505334,0x61387d7e85508811de339276e013e0517f3782ad,5655564.577281999,,0,-365948.903057,-0.0606466183,75739211.18217699,-208641.788271,-0.0291631597,406492765.546338,-770346.4266100002,-0.0755678832,2525481058.751372,-1445119.0257840003,-0.1346174642,10927589445.393345
2025-06-07T12:24:47.505340,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,7593663.39836,,0,255568.771567,0.0348276746,40006650.418198,674934.201707,0.0975517588,535009905.452614,-348379.403483,-0.0438652135,2456370893.445829,13243174.505647,26.5086785412,7847430529.552561
2025-06-07T12:24:47.505346,0x31dea2516beee92135b96f464eeec3cf292a13f2,8456941.450798,,0,9668.251803,0.0013520085,18448688.4357,152007.520556,0.0183032787,199848119.83898,1080628.383829,0.1354796853,2257171197.48055,3805985.144132,0.7248175231,9768156619.28501
2025-06-07T12:24:47.505354,0x856c35038594767646266bc7fd68dc26480e910d,24064783.916564997,,0,4744.014476,0.0002529895,34175598.57086,432384.2918660002,0.0182961846,427956957.451902,1190333.368306,0.0520374778,2033875765.178508,9306263.947462002,0.5892301879,5385174634.423915
2025-06-07T12:24:47.505360,0x31ca8395cf837de08b24da3f660e77761dfb974b,127713476.810753,,0,-5511.632633,-4.31544e-05,52062108.792532,119500.726249,0.0009365703,377872133.933316,-369103.778341,-0.0028817641,2023089760.117015,41803404.489563,0.4588453019,164765963395.7436
2025-06-07T12:24:47.505366,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,13471859.621761,,0,-586524.511448,-0.0427522655,38713758.84570199,139913.704222,0.0104946198,314734530.713228,106566.2455,0.0065117203,1995596591.1021552,825861.488428,0.0527841827,3542923957.7154503
2025-06-07T12:24:47.505374,0x7fdafde5cfb5465924316eced2d3715494c517d1,39811073.004993,BobbyBigSize,0,-798382.206492,-0.0250885446,21343402.475945,175931.264444,0.0033172583,411962006.372599,-446688.291983,-0.0070756668,1908159522.369438,13136966.968327,0.2689436054,4566656475.664333
2025-06-07T12:24:47.505382,0x010461c14e146ac35fe42271bdc1134ee31c703a,127650721.176916,,0,14760.829379,0.0001156479,47667874.182318,-67448.823616,-0.0005281067,352946520.734106,863327.392676,0.0068092526,1902283844.68039,43321331.698128,0.4695231389,169435201073.30603
2025-06-07T12:24:47.505390,0xece80486ecf2588fe805a4af7c5898500f25b7c4,5357826.433204,,0,-446317.733322,-0.077119976,65845843.20447101,-174870.769376,-0.0280418617,323599543.873574,110287.0427179998,0.0154799935,1799979090.1831052,-989466.0671619995,-0.1217065235,4456830725.768006
2025-06-07T12:24:47.505396,0x03b9a189e2480d1e4c3007080b29f362282130fa,39287809.090932,,0,3494.610824,0.0012343132,27647583.569176998,3044381.1989060007,0.0839981585,206882651.832129,13686392.756277,0.5283983781,1793089628.726365,41139402.191994995,16.4940788536,50860817423.776505
2025-06-07T12:24:47.505404,0x90a6056ccc0c79d29cb926a2ee6771b2fd20b482,7786454.045309,,0,27707.496182,0.0035733273,21909170.463282,148086.818753,0.0184240492,209290574.658701,1096322.7845430002,0.1546413292,1727077563.1588888,1396247.345309,0.2028237341,2227736235.578014
2025-06-07T12:24:47.505409,0xc653c52d0b0528fe5eaca412a7bc1a5aabb7c142,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,-7044652.710074,-0.3297871796,1681916279.456745,-8183943.437793,-0.363722749,1720283227.126109
2025-06-07T12:24:47.505416,0x0c86444e7667afe288dc6d7d3e828e3b39e48995,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,-7870219.894098,-0.5653079307,1649136970.64912,-7870219.894098,-0.5653079307,1649136970.64912
2025-06-07T12:24:47.505422,0xd9a1ed9aac149bf9bd655f9b9ddecf9bd04316b3,10778428.448704999,,0,37615.575531,0.0035088682,18948075.49423,243796.748548,0.0109257477,107752347.981312,8198909.064235,0.2065191008,1622157048.351392,8791767.144139,0.2246902438,10257319995.29822
2025-06-07T12:24:47.505428,0x797919d1eb69de7745317a1f41e9f5fcf82767b1,373836.6341,,0,74076.716868,0.2471201598,11295099.518436,-1580260.771665,-0.7828506558,492745458.917545,-812989.085538,-0.4998929651,1609718952.292388,-1397144.413566,-0.6320540051,1996734487.985025
2025-06-07T12:24:47.505434,0xc5ed4501500fcbfb2b88fb7f0aa52f834ed44346,1554264.1779109996,,0,13241.091129,0.0085918453,36272279.442968994,194936.332576,0.139096462,313873211.210357,531148.680628,0.3804150281,1588987998.8130713,2645836.203567,3.2702409417,7663696904.514816
2025-06-07T12:24:47.505442,0xe220cc6cc750c14e3340a74a6fff7d63e8e43d7b,5105936.060219999,,0,-11163.661665,-0.0021801766,35019778.90076101,-52993.139719,-0.0097129912,277737956.722829,94654.896201,0.0148577582,1580717557.7686777,3782150.04832,1.0547756456,8120998157.788748
2025-06-07T12:24:47.505449,0x667c48adf1d17a8a131ca280e628c2b300d2baa1,523898.876641,,0,11541.684595,0.0225266372,42428639.26165,8842.241898,0.0171675138,313410333.31016,67231.253505,0.1443760531,1573819951.0508301,223898.876641,0.6084208604,2737152413.2862797
2025-06-07T12:24:47.505456,0xc68b6def2e3397902a37cea6023cfc6216b266e3,154.95,,0,0.0,0.0,0.0,-74838.933606,-0.6399802482,43542841.21285,-228872.973814,-0.6448363692,1542790762.281216,-228872.973814,-0.6448363692,1542790762.281216
2025-06-07T12:24:47.505462,0xdcac85ecae7148886029c20e661d848a4de99ce2,11801536.998266004,,0,-24121.501223,-0.0049592406,22863470.124842994,204828.839229,0.0165228266,266785870.048314,3906454.2567990003,0.2516416035,1510192222.0733178,21535385.750323996,2.8783446312,18001897062.082653
2025-06-07T12:24:47.505468,0xff84d4e07e91196ebd8b07d1efed31c99a885add,346546.928162,,0,-21491.446683,-0.0583152171,25666613.04972,-789108.367412,-0.6945421625,371296635.43461,-1367931.643536,-0.7976373372,1483762479.715917,-2846217.679558,-0.8913188365,2796155267.706773
2025-06-07T12:24:47.505474,0x5772763f0804dca7f102888f954816eeb19506fe,453523.2406500001,,0,-62054.166434,-0.3721153043,65868980.63297,-268501.105005,-0.3717183718,381852227.731814,-712754.548088,-0.610979137,1444554989.550653,750119.2554810001,2.341170923,4756786855.358154
2025-06-07T12:24:47.505482,0xe8f6d5243ca391cd719e34aceca8a9194ff1f785,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,13211.799344,0.0387709844,1440802250.039464,74027.423935,0.264431349,1494660945.933161
2025-06-07T12:24:47.505487,0x03d1820340bf20ed322a954461bd002ef4f9bfaf,5148289.606838999,,0,48088.131967,0.009437183,21365135.767926,88242.960804,0.0174391596,195932127.94855,589983.0119149999,0.1294303048,1434959767.8663492,1462918.5795030002,0.3547384991,2483032034.422565
2025-06-07T12:24:47.505493,0xa0ac2efa25448badf168afa445a5fe15eb966f16,1523955.142872,,0,48154.710707,0.0326295546,5291665.03627,501208.801834,0.4896375156,25993030.36612,-1360167.570762,-0.3233763334,1418419935.593657,-520924.981325,-0.1547193837,1744588157.018497
2025-06-07T12:24:47.505499,0xefd3ab65915e35105caa462442c9ecc1346728df,11908174.032685999,,0,34035.759153,0.0243410626,0.0,243470.482497,0.0190074686,250344005.284592,922653.134561,0.0809214179,1353403202.285444,1358834.1861410001,0.1239172289,2059434680.271069
2025-06-07T12:24:47.505506,0xb65e95b56337c7e50ace46e1fdc6757da5fea011,485683.380395,,0,87586.700179,0.2200137666,50393162.06395,-993722.886348,-0.6622533776,567203619.9179,-1614616.833878,-0.7611049316,1336057020.1846,-1088922.935493,-0.6824032418,1336057020.1846
2025-06-07T12:24:47.505514,0x07c5b2da3e315c7ae4fd565363210279dacf9be1,6188464.341427,TIME TRAVELER 2047,0,53533.228552,0.0086474506,65043261.09969,528237.048581,0.085921063,538704666.157859,-545614.117457,-0.0678154476,1330411662.314927,-555796.122417,-0.0689936746,1344419264.436237
2025-06-07T12:24:47.505521,0x35f13dc71426d4a429cf8bad69c4b39abbbf9896,1423871.5700959999,,0,-14254.648249,-0.0153692459,18530019.113723,76653.503056,0.0544974707,164595040.928477,250980.774339,0.1636940903,1328094502.929471,1363845.229499,1.3582257564,6850591031.1680975
2025-06-07T12:24:47.505527,0xf27ebb91ea420f73b59b205ac7e0b77a90ec8f3c,3120464.954592,ptas2,0,45253.960936,0.0147157255,20898289.823413,-19350.507025,-0.0061844528,179694422.993728,94352.549588,0.031188815,1316136820.429165,212717.496844,0.0731782675,3353914815.730059
2025-06-07T12:24:47.505533,0x4227dd2957741385fe73ec2f318bb3e330ee1cc5,2099.152144,,0,-222.809366,-0.0959573899,409770.39729,-233015.755893,-0.9898088351,114032421.88144,-1861593.238081,-0.998712896,1294149184.09738,-1719480.070544,-0.998606726,2557473836.09956
2025-06-07T12:24:47.505539,0xec0b9ebf2a304c99cafe85c548c14dd7783cb078,13672624.010342,,0,18573.62823,0.0013796489,1493853.6626,-1007777.555447,-0.0686478194,175480525.007687,-6476278.893419,-0.3212833044,1293690505.88696,-6476278.893419,-0.3212833044,1293690505.88696
2025-06-07T12:24:47.505546,0xf7bf60583377a56319c42e9daedfa7d06f70a316,10668242.481585996,,0,-227150.005362,-0.020913772,36763318.650804006,-696219.646542,-0.0563058877,275010618.77514195,-971425.1779099999,-0.0760699253,1264724570.5357702,189514.098388,0.0117985773,14586971525.350748
2025-06-07T12:24:47.505552,0x1d52fe9bde2694f6172192381111a91e24304397,10589022.435123,insta got a microdih,0,1087757.545024,0.1144855546,60829241.591129,3639562.838935,0.5237188286,277597875.996537,7294409.740159,2.2086745016,1243976536.690181,8392285.821501,3.6212932186,3979037566.897326
2025-06-07T12:24:47.505559,0xc86781f99078e71c2cbf9cd8b9712d52b28b6e65,190875.926996,,0,465.321523,0.0024437816,13187418.69723,-110526.189424,-0.3667067462,34517682.83097,-1196903.261716,-0.8624594398,1232076172.22715,-1703428.746109,-0.8992370248,1937963412.87458
2025-06-07T12:24:47.505564,0xd6e1a6f7bb47aca69aaa511210227d40926ff256,2546230.849005,,0,85693.500146,0.0348271488,19245811.139944,16966.27129,0.0061045902,158237766.743837,1076956.764725,0.403464212,1227727020.615742,6014250.752339,7.5084264995,9393036293.395296
2025-06-07T12:24:47.505572,0x8e3876940bc8d76fbd93788bbbcd6d16c78f6984,149566.13468,,0,20490.218508,0.1587454819,8069870.66916,-87140.035197,-0.3681358844,63498931.00037,-1111819.558113,-0.6592895911,1212170505.713534,-1082788.873596,-0.6533216307,1307545709.27181
2025-06-07T12:24:47.505579,0x710c6797f6f689287864e119ba7c4a920c0e3291,383577.342394,,0,-59094.574661,-0.1566307957,0.0,-154320.193523,-0.2868418267,11869698.20865,378952.469342,0.25794617,1211476384.144496,1085481.213942,0.5660618885,1444203857.580091
2025-06-07T12:24:47.505587,0x2b6d31b7668cd688848c16f7ca94392eeb21c227,8513.390247,,0,0.0,0.0,0.0,-1168.754657,-0.018965467,322178.92662,-1939415.718406,-0.9700483905,1183083265.749997,-6840117.774087,-0.9912388955,2889226346.204909
2025-06-07T12:24:47.505593,0x2025137a136bea7446deba681cbfc7cf1970840e,4157968.388177,,0,1270.554641,0.0003334394,14926399.953581,193818.287911,0.0414142072,153861624.41736,2141600.7737,0.5001140657,1166138870.45373,3420544.907009,1.0480397033,2432051966.1527853
2025-06-07T12:24:47.505599,0xc230dc4a74c4b0f51979ad9b37f0172a76a70dd8,1630250.212791,TianXing,0,-318548.35632,-0.1634588414,142087540.07997,-208252.214498,-0.1132727438,282076630.62056,-482670.110745,-0.2284374405,1152904242.28993,105593.051778,0.0692569152,1247641009.80719
2025-06-07T12:24:47.505605,0x044d0932b02f5045bc00e0a6818b7f98ef504681,7206508.117464,,0,75373.270215,0.0105696038,0.0,338646.121534,0.0493088128,8999988.87682,3042640.434819,0.7307245731,1125890774.65017,6186819.567464,6.0673620072,2511363061.310761
2025-06-07T12:24:47.505612,0x7c45b26c41c29330d042003cb312e73a3912024f,1388446.372988,,0,-27638.658909,-0.0182257989,3600763.051925,-30357.677968,-0.0124285213,36344592.475878,-2436156.097211,-0.3897258767,1097790764.768652,1473356.385925,0.6218175268,2457141652.183239
2025-06-07T12:24:47.505618,0x51d99a4022a55cad07a3c958f0600d8bb0b39921,265823.097277,,0,-525013.584332,-0.6638710578,24381637.15405,-1692807.940675,-0.864281178,142473600.55419,-6088369.876347,-0.9581657185,1054426348.563612,-4213087.238302,-0.9406500516,1194236460.477542
2025-06-07T12:24:47.505623,0x8af700ba841f30e0a3fcb0ee4c4a9d223e1efa05,18284651.106763,,0,-1098178.114911,-0.0857536467,5731298.01786,-303307.925675,-0.0142240346,35989278.310716,11526843.107816,0.7592852548,1015781604.346206,47194277.764608,1.8485639787,2944864652.329138
2025-06-07T12:24:47.505629,0xc28ff39e7c5519ba41e81e51a41dd21a062ae740,9573252.862374,,0,0.0,0.0,0.0,805515.537043,0.0914696234,154392.560908,-1226829.596829,-0.0786885582,996572434.044336,341553.772788,0.0167480651,1118838444.358191
2025-06-07T12:24:47.505636,0xe033f9a43178ba8c30f5da998146ec2f8b6003ad,11022490.623266,,0,64538.553946,0.0048179081,12477213.73061,1213366.578222,0.0782544899,60176889.9137,-1232450.955677,-0.306931109,986409770.40168,-2718605.960992,-0.4941523464,1218228837.08027
2025-06-07T12:24:47.505643,0x94ab9eb9c49efb110870cfb713933bef4414b60b,2202342.590115,,0,-353905.250017,-0.1384471586,0.0,-114609.356041,-0.0262447028,71810685.66799,2113283.991587,0.2084163859,979306579.336966,5767509.168849,0.8892934914,1200796603.913164
2025-06-07T12:24:47.505650,0xbf732ea04197942783e34730ed6e0f6099575d58,1167638.307566,,0,4721.149245,0.0057462994,0.0,-65715.80522,-0.0532782998,144755414.357267,-534663.940825,-0.2063068587,964807628.936072,1562261.821939,0.4358110139,3274863098.929569
2025-06-07T12:24:47.505656,0x2ba553d9f990a3b66b03b2dc0d030dfc1c061036,22103801.56422,,0,105869.231836,0.0100451671,1177.00536,-858427.614256,-0.0373841699,84412085.981171,4233663.096443,0.2369113935,961736235.616289,14805807.983583001,1.1116101946,4734564586.720137
2025-06-07T12:24:47.505663,0x8da6beaa2f002a511809101b24d181a324ae82d6,2488467.315484,,0,-41791.366936,-0.0165166381,124400064.13878,644586.5442850001,0.2907921075,288243325.20443,1740042.489755,0.4993832977,934440567.195678,4377461.117582001,5.1684145846,1424292021.341721
2025-06-07T12:24:47.505668,0x9367ea32f4c744dfb8d89f093b2a243f7c47be20,1557856.982752,,0,497106.817478,0.4686373493,22502832.226072,-148919.681034,-0.0872520379,91937421.835545,-1981909.005225,-0.5598984238,883487765.144042,-2650570.57491,-0.5750068655,1551049427.019004
2025-06-07T12:24:47.505679,0x4a96036fb1529561fa3eeeb2781fad2d4f25500e,2097665.945049,,0,-424115.628382,-0.1704815479,6382594.01418,146115.19683,0.0512835035,43855394.785246,1099581.475851,0.1283735248,881251005.424367,4675055.398762,0.9368828062,3095756405.582976
2025-06-07T12:24:47.505685,0x00c511ab1b583f4efab3608d0897d377c4de47a6,18255699.166035,,0,146527.919489,0.0153378231,26637658.20752,1565923.593576,0.0938253236,160270863.391201,11223325.86842,1.5835803757,871714262.232646,17400612.323763,13.4360266049,4828957612.17274
2025-06-07T12:24:47.505691,0x100f4a6d8713e0df271f25323f9d9399496ff179,1094001.554791,,0,60444.394841,0.0585039206,20888182.050555,-94238.911734,-0.0793355946,279333156.21957,-522037.992236,-0.3231131604,826100865.118314,11080689.29399,9.5224755827,5909457281.19479
2025-06-07T12:24:47.505696,0x97f20f91c18093c7f738a00ffabc03eea04ec668,608284.553731,,0,16502.019652,0.0451456128,26810362.408446,90303.94387,0.1562404384,184933981.67181,36942.265735,0.0585138465,822472967.231481,3113937.000065,33.4388586563,9765572076.11406
2025-06-07T12:24:47.505704,0x58c611cc6978421744329af3bd09b72b80a6a0f1,1092210.358851,,0,54103.859274,0.0521178312,30411012.74327,69184.859187,0.0676276977,172557530.84781,92210.358851,0.0922103589,821428070.5545,92210.358851,0.0922103589,821428070.5545
2025-06-07T12:24:47.505712,0xec7756092894a9b2bb5e53856f329ce962f7cb1a,0.172141,,0,0.0,0.0,0.0,0.014026,0.00014026,0.0,-2350537.403794,-0.3216666466,812197212.163375,-1798085.963261,-0.2661891224,3960612003.312052
2025-06-07T12:24:47.505719,0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,4567085.270174,,0,47046.940486,0.0452747172,22547049.365781,-68706.642772,-0.0148205877,158033638.339092,1383117.324656,0.4339256344,792422962.043705,1396650.115846,0.4367106493,1128713856.529914
2025-06-07T12:24:47.505725,0xcbd909bc348c1fa36f0220b7f9ca187c057d7e19,346264.786414,,0,-30319.854543,-0.0805127221,30623214.237741,81423.725125,0.3074437352,155054193.55197,26185.40741,0.0818091046,781931917.349899,85175.977993,0.2023266918,954974429.221057
2025-06-07T12:24:47.505730,0x5b5d51203a0f9079f8aeb098a6523a13f298c060,117207271.388296,,0,-3573085.882209,-0.0364053403,1230603.57237,2575706.966562,0.0224694392,95819982.20127,17994527.994972,0.170435512,772329134.97398,17994527.973289,0.1704355118,772329195.73834
2025-06-07T12:24:47.505738,0x513b8629fe877bb581bf244e326a047b249c4ff1,275461.598871,,0,-5085.996484,-0.0181290285,21087289.28854,-34694.732783,-0.1118632522,38600330.02914,-1001821.635445,-0.7843378888,756819019.994306,-433203.497751,-0.6112978958,1218571783.213511
2025-06-07T12:24:47.505745,0xb3e475368ed0fa0ad23c04de0423d48a0758806f,11152963.597963,,0,-7611.238326,-0.0009894897,0.0,866007.66292,0.0802821148,137245713.730869,4472200.890059,0.4267149917,751478260.923869,8929390.00344,1.4824637271,1709819448.3705
2025-06-07T12:24:47.505751,0x9007f51f0788154edd49462327bcf1505b80c148,1e-06,,0,0.0,0.0,0.0,-225850.386196,-0.1353822236,186355272.434549,119352.947299,0.0825112008,750945659.973507,119352.947299,0.0825112008,750945659.973507
2025-06-07T12:24:47.505776,0xf349061dd19499ab8ccc24342a85f2a8a1d1704f,272336.109455,,0,-259610.3508,-0.4880375809,68578460.31235,-508695.768181,-0.651311595,390682934.68624,41773.998505,0.0419456528,749834602.991666,40559.770363,0.0406768413,753918999.701646
2025-06-07T12:24:47.505785,0x399965e15d4e61ec3529cc98b7f7ebb93b733336,1745822.109143,,0,4440.312067,0.0079885157,3229191.2729429994,79554.013847,0.0374402509,67306981.748739,359989.39019,0.1860996476,747539447.016042,1787679.485218,1.0734921413,15085222635.543266
2025-06-07T12:24:47.505793,0x46e3a8c8135647b48b2e82198e42e0c69eacbab8,10716787.882907,,0,103588.890454,0.0097603834,0.0,738020.745415,0.0739590961,0.0,-5009311.597093,-0.3185348641,747231875.08823,-5009311.597093,-0.3185348641,747231875.08823
2025-06-07T12:24:47.505799,0x0266a2451f715276eab4d1a0d6abece0b475af5f,1422021.694514,,0,7794.653097,0.0105262215,14382367.644551,53631.568704,0.039193186,123761340.518214,266395.747804,0.2305207395,734395087.223945,1594670.09338,26.7006674677,3272629758.422387
2025-06-07T12:24:47.505807,0x9626b8628f03dd13313d673d5324f8d93857a7c0,1269709.897135,,0,105287.600902,0.0904432052,12626010.481833,-545177.999523,-0.300375558,567745426.006113,-924326.875281,-0.4211770615,729835709.609213,-924326.875281,-0.4211770615,729835709.609213
2025-06-07T12:24:47.505812,0x629af4d796f253e10ab992a4aacfc49c3c3129bb,4613941.591466,,0,0.0,0.0,0.0,210523.233314,0.0432695735,71270369.7997,2072338.393396,0.6899579224,719244291.11051,-2438508.503423,-0.3245105831,774605779.5247
